"brand";"model_year";"milage";"fuel_type";"engine";"transmission";"ext_col";"int_col";"accident";"clean_title";"price_dollar";"horsepower";"cylinders"
"Mercedes-Benz";2015;30300;"Gasoline";"329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"At least 1 accident or damage reported";"Yes";29000;329;6
"Cadillac";2016;112000;"Gasoline";"304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Beige";"At least 1 accident or damage reported";"Yes";14599;304;6
"INFINITI";2014;127356;"Gasoline";"328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"At least 1 accident or damage reported";"Yes";19990;328;6
"Volkswagen";2017;50600;"Gasoline";"280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Red";"Brown";"At least 1 accident or damage reported";"Yes";28890;280;6
"Chevrolet";2011;194000;"E85 Flex Fuel";"320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability";"Automatic";"Black";"Black";"None reported";"Yes";9950;320;8
"Toyota";2021;33455;"Gasoline";"381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Green";"Black";"None reported";"Yes";44750;381;8
"BMW";2022;43000;"Gasoline";"228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"None reported";"Yes";35750;228;4
"Mercedes-Benz";2016;46102;"Gasoline";"429.0HP 4.7L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Beige";"None reported";"Yes";35300;429;8
"Cadillac";2019;59000;"Gasoline";"304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";21000;304;6
"Jaguar";2004;134000;"Gasoline";"294.0HP 4.2L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Beige";"At least 1 accident or damage reported";"Yes";9500;294;8
"Chevrolet";2020;3715;"Gasoline";"650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";150000;650;8
"Mercedes-Benz";2012;100245;"Diesel";"188.0HP 3.0L V6 Cylinder Engine Diesel Fuel";"Automatic";"White";"–";"At least 1 accident or damage reported";"Yes";24000;188;6
"Dodge";2003;141800;"Gasoline";"230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Red";"Gray";"At least 1 accident or damage reported";"Yes";5700;230;8
"Audi";2012;77000;"Gasoline";"211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";13800;211;4
"Audi";2018;67035;"Gasoline";"252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Pink";"Brown";"At least 1 accident or damage reported";"Yes";31500;252;4
"Audi";2012;61450;"Gasoline";"333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Gray";"None reported";"Yes";19500;333;6
"Porsche";2015;39500;"Gasoline";"440.0HP 4.8L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";52590;440;8
"Mercedes-Benz";2020;6600;"Gasoline";"550.0HP 4.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Beige";"None reported";"Yes";128900;550;8
"Chevrolet";2023;2300;"Gasoline";"455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel";"Manual";"Red";"Black";"None reported";"Yes";51500;455;8
"Maserati";2018;18000;"Gasoline";"454.0HP 4.7L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Red";"Black";"None reported";"Yes";67000;454;8
"Chevrolet";2012;148000;"E85 Flex Fuel";"320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability";"Automatic";"Black";"Black";"None reported";"Yes";18000;320;8
"BMW";2018;41000;"Gasoline";"600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"White";"None reported";"Yes";60200;600;8
"Nissan";2009;127600;"E85 Flex Fuel";"317.0HP 5.6L 8 Cylinder Engine Flex Fuel Capability";"Automatic";"Brown";"Gray";"None reported";"Yes";19500;317;8
"Dodge";2005;138450;"Gasoline";"500.0HP 8.3L 10 Cylinder Engine Gasoline Fuel";"Automatic";"Red";"Black";"At least 1 accident or damage reported";"Yes";19000;500;10
"GMC";2013;230000;"E85 Flex Fuel";"315.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability";"Automatic";"White";"Black";"None reported";"Yes";15500;315;8
"Lexus";2017;53649;"Gasoline";"295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Red";"None reported";"Yes";33000;295;6
"Mercedes-Benz";2012;174000;"Gasoline";"335.0HP 4.6L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"At least 1 accident or damage reported";"Yes";11999;335;8
"Mercedes-Benz";2021;13650;"Gasoline";"503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Black";"None reported";"Yes";75000;503;8
"BMW";2016;134000;"Gasoline";"240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Brown";"Brown";"At least 1 accident or damage reported";"Yes";13500;240;4
"Porsche";2014;78000;"Gasoline";"350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel";"Automatic";"Brown";"Brown";"None reported";"Yes";68000;350;6
"Porsche";2005;65750;"Gasoline";"280.0HP 3.2L Flat 6 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Gray";"None reported";"Yes";21750;280;6
"BMW";2021;18000;"Gasoline";"600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";94000;600;8
"Ford";2007;121630;"Gasoline";"210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";9450;210;6
"Rivian";2023;4500;"Electric";"835.0HP Electric Motor Electric Fuel System";"Automatic";"Silver";"Gray";"None reported";"Yes";89999;835;0
"BMW";2016;120000;"Gasoline";"240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"White";"White";"None reported";"Yes";16000;240;4
"Cadillac";2016;168600;"Gasoline";"420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Beige";"None reported";"Yes";29500;420;8
"Chevrolet";2004;43705;"Gasoline";"350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel";"Manual";"Gray";"Black";"None reported";"Yes";25900;350;8
"Audi";2013;111000;"Gasoline";"211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Beige";"None reported";"Yes";11500;211;4
"Audi";2012;64549;"Gasoline";"211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Black";"None reported";"Yes";17000;211;4
"Buick";2007;53000;"Gasoline";"200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Red";"Gray";"None reported";"Yes";6500;200;6
"Chevrolet";2017;13465;"Gasoline";"455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";44900;455;8
"Tesla";2023;5844;"Electric";"425.0HP Electric Motor Electric Fuel System";"Automatic";"White";"Black";"None reported";"Yes";52000;425;0
"BMW";2015;74000;"Gasoline";"425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel";"Manual";"Gray";"Black";"None reported";"Yes";40000;425;6
"Kia";2011;100331;"Gasoline";"200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Red";"–";"At least 1 accident or damage reported";"Yes";6900;200;4
"Toyota";2022;24850;"Gasoline";"382.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";53568;382;6
"Nissan";2015;115000;"Gasoline";"260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"None reported";"Yes";11995;260;6
"BMW";2015;72000;"Gasoline";"445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Brown";"At least 1 accident or damage reported";"Yes";26500;445;8
"Mazda";2008;162000;"Gasoline";"263.0HP 2.3L 4 Cylinder Engine Gasoline Fuel";"Manual";"Black";"Black";"At least 1 accident or damage reported";"Yes";6500;263;4
"GMC";2017;47589;"Gasoline";"355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";45500;355;8
"RAM";2018;10339;"Gasoline";"280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Gray";"None reported";"Yes";36990;280;6
"Hyundai";2016;138000;"Gasoline";"175.0HP 1.6L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Brown";"Beige";"None reported";"Yes";10990;175;4
"Chevrolet";2003;87500;"Gasoline";"300.0HP 5.3L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Red";"Black";"None reported";"Yes";16999;300;8
"Maserati";2013;34920;"Gasoline";"440.0HP 4.7L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Brown";"None reported";"Yes";38900;440;8
"BMW";2018;25000;"Gasoline";"365.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";52000;365;6
"Tesla";2021;14642;"Electric";"425.0HP Electric Motor Electric Fuel System";"Automatic";"Red";"Black";"None reported";"Yes";48500;425;0
"Subaru";2015;162000;"Gasoline";"175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"None reported";"Yes";13999;175;4
"Buick";1996;119500;"Gasoline";"260.0HP 5.7L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Beige";"At least 1 accident or damage reported";"Yes";16999;260;8
"Land";2017;101800;"Gasoline";"510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Black";"None reported";"Yes";36500;510;8
"Nissan";2012;26930;"Electric";"107.0HP Electric Motor Electric Fuel System";"Automatic";"White";"Beige";"None reported";"Yes";6700;107;0
"Mercedes-Benz";2020;40000;"Gasoline";"630.0HP 4.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Red";"None reported";"Yes";112500;630;8
"BMW";2019;30000;"Gasoline";"248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Beige";"At least 1 accident or damage reported";"Yes";29000;248;4
"Lexus";2007;78980;"Gasoline";"272.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Beige";"At least 1 accident or damage reported";"Yes";10600;272;6
"Dodge";2020;12700;"Gasoline";"717.0HP 6.2L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"At least 1 accident or damage reported";"Yes";69900;717;8
"Audi";2019;12000;"Gasoline";"349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";48000;349;6
"Ford";2016;25717;"Gasoline";"435.0HP 5.0L 8 Cylinder Engine Gasoline Fuel";"Manual";"Black";"Black";"None reported";"Yes";33900;435;8
"Tesla";2022;12055;"Electric";"425.0HP Electric Motor Electric Fuel System";"Automatic";"Blue";"Black";"None reported";"Yes";44400;425;0
"Audi";2011;69700;"Gasoline";"265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Orange";"–";"At least 1 accident or damage reported";"Yes";23000;265;4
"BMW";2020;25013;"Gasoline";"405.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";55000;405;6
"Audi";2023;1156;"Electric";"295.0HP Electric Motor Electric Fuel System";"Automatic";"Blue";"Black";"None reported";"Yes";54900;295;0
"BMW";2016;57939;"Gasoline";"320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"None reported";"Yes";27500;320;6
"Mercedes-Benz";2018;52694;"Gasoline";"385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"None reported";"Yes";49999;385;6
"Mercedes-Benz";2015;54000;"Gasoline";"449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Beige";"None reported";"Yes";37000;449;8
"Honda";2002;110500;"Gasoline";"240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Manual";"Yellow";"Red";"None reported";"Yes";27000;240;4
"Chevrolet";2000;97500;"Gasoline";"345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel";"Manual";"Yellow";"Black";"None reported";"Yes";10000;345;8
"Mercedes-Benz";2013;77648;"Gasoline";"536.0HP 5.5L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Black";"None reported";"Yes";40000;536;8
"Bentley";2013;79422;"Gasoline";"616.0HP 6.0L 12 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";64000;616;12
"GMC";2002;53850;"Gasoline";"340.0HP 8.1L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Gray";"At least 1 accident or damage reported";"Yes";16900;340;8
"Audi";2020;21832;"Gasoline";"349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Black";"None reported";"Yes";42000;349;6
"Toyota";2017;41932;"Gasoline";"137.0HP 1.8L 4 Cylinder Engine Gasoline Fuel";"Manual";"Black";"Black";"None reported";"Yes";18700;137;4
"GMC";2017;110000;"Gasoline";"355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Black";"At least 1 accident or damage reported";"Yes";34999;355;8
"Toyota";2020;67400;"Gasoline";"381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Brown";"None reported";"Yes";47500;381;8
"Subaru";2017;62662;"Gasoline";"268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Manual";"Red";"Black";"At least 1 accident or damage reported";"Yes";24000;268;4
"Subaru";2015;102000;"Gasoline";"268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Manual";"White";"Black";"At least 1 accident or damage reported";"Yes";18000;268;4
"INFINITI";2014;79785;"Gasoline";"328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Red";"White";"At least 1 accident or damage reported";"Yes";16488;328;6
"Chevrolet";2017;166549;"Gasoline";"355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Beige";"At least 1 accident or damage reported";"Yes";24950;355;8
"Toyota";2006;190656;"Gasoline";"273.0HP 4.7L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Gray";"At least 1 accident or damage reported";"Yes";8900;273;8
"Porsche";2009;135606;"Gasoline";"405.0HP 4.8L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";15000;405;8
"Kia";2023;14700;"Gasoline";"291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Black";"None reported";"Yes";39900;291;6
"Mercedes-Benz";2019;12985;"Gasoline";"603.0HP 4.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"At least 1 accident or damage reported";"Yes";96000;603;8
"BMW";2014;4200;"Gasoline";"335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Red";"None reported";"Yes";64995;335;6
"Subaru";2017;44000;"Gasoline";"152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Manual";"Red";"Black";"None reported";"Yes";23500;152;4
"Dodge";2015;66000;"Gasoline";"160.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Manual";"Black";"Black";"None reported";"Yes";12000;160;4
"Nissan";2013;106700;"Gasoline";"332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel";"Manual";"Red";"Black";"None reported";"Yes";17500;332;6
"Cadillac";2020;120000;"Gasoline";"420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";55000;420;8
"Mercedes-Benz";2012;59600;"Gasoline";"302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Beige";"None reported";"Yes";19900;302;6
"Kia";2012;117220;"Hybrid";"206.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid";"Automatic";"Black";"Black";"None reported";"Yes";8900;206;4
"Chevrolet";2022;85200;"Diesel";"445.0HP 6.6L 8 Cylinder Engine Diesel Fuel";"Automatic";"Silver";"Gray";"None reported";"Yes";67500;445;8
"Volkswagen";2018;63450;"Gasoline";"220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Manual";"White";"Black";"None reported";"Yes";24325;220;4
"Dodge";2004;73000;"Gasoline";"500.0HP 8.3L 10 Cylinder Engine Gasoline Fuel";"Manual";"Black";"Gray";"None reported";"Yes";22500;500;10
"Land";2016;56000;"Gasoline";"510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Brown";"None reported";"Yes";49900;510;8
"Chevrolet";2015;179200;"Gasoline";"355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"–";"At least 1 accident or damage reported";"Yes";16000;355;8
"Maserati";2015;28000;"Gasoline";"444.0HP 4.7L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Red";"None reported";"Yes";44999;444;8
"Porsche";2003;155000;"Gasoline";"415.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel";"Manual";"Black";"Black";"None reported";"Yes";55000;415;6
"Hyundai";2012;154000;"Hybrid";"206.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid";"Automatic";"Green";"Gray";"At least 1 accident or damage reported";"Yes";8500;206;4
"Cadillac";2012;62500;"Gasoline";"270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Red";"Beige";"At least 1 accident or damage reported";"Yes";18955;270;6
"BMW";2000;177700;"Gasoline";"170.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Black";"None reported";"Yes";2500;170;6
"Nissan";2012;65000;"Gasoline";"332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel";"Manual";"Gray";"Black";"None reported";"Yes";21500;332;6
"Ford";2021;3000;"Gasoline";"460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel";"Manual";"Red";"Black";"None reported";"Yes";49500;460;8
"Audi";2012;119000;"Gasoline";"211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"–";"None reported";"Yes";12000;211;4
"RAM";2013;198868;"Diesel";"350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel";"Automatic";"Brown";"Beige";"None reported";"Yes";25000;350;6
"Dodge";2011;188000;"Gasoline";"210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Black";"At least 1 accident or damage reported";"Yes";8500;210;6
"Mercedes-Benz";2013;157405;"Gasoline";"248.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";10750;248;6
"Dodge";2016;8228;"Gasoline";"707.0HP 6.2L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Black";"None reported";"Yes";62500;707;8
"Land";2018;73101;"Gasoline";"380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Beige";"None reported";"Yes";42950;380;6
"BMW";2018;10950;"Gasoline";"425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel";"Manual";"White";"White";"None reported";"Yes";60995;425;6
"Mercedes-Benz";2018;63160;"Gasoline";"463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"–";"At least 1 accident or damage reported";"Yes";47000;463;8
"Chevrolet";2009;75000;"Gasoline";"319.0HP 6.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Gray";"None reported";"Yes";18900;319;8
"Toyota";2016;98000;"Gasoline";"270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"At least 1 accident or damage reported";"Yes";36000;270;6
"Mazda";2012;33576;"Gasoline";"167.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Manual";"Red";"Beige";"None reported";"Yes";18900;167;4
"Volkswagen";2012;123200;"Gasoline";"280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Beige";"At least 1 accident or damage reported";"Yes";12449;280;6
"Jaguar";2013;112000;"Gasoline";"340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"White";"None reported";"Yes";8800;340;6
"Chevrolet";2010;68000;"Gasoline";"426.0HP 6.2L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Gray";"At least 1 accident or damage reported";"Yes";19500;426;8
"INFINITI";2012;120000;"Gasoline";"328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Red";"Black";"At least 1 accident or damage reported";"Yes";14500;328;6
"BMW";2019;45000;"Gasoline";"445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Black";"At least 1 accident or damage reported";"Yes";46999;445;8
"Chevrolet";2022;6700;"Gasoline";"455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"None reported";"Yes";39500;455;8
"Mercedes-Benz";2015;40900;"Gasoline";"577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"–";"None reported";"Yes";59750;577;8
"Cadillac";2018;74150;"Gasoline";"420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Gold";"Brown";"None reported";"Yes";45000;420;8
"Toyota";2014;94448;"Hybrid";"200.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid";"Automatic";"Silver";"Gray";"None reported";"Yes";15999;200;4
"Audi";2015;108000;"Gasoline";"310.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Brown";"None reported";"Yes";19998;310;6
"BMW";2012;118000;"Gasoline";"555.0HP 4.4L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Orange";"At least 1 accident or damage reported";"Yes";17000;555;8
"Jaguar";2020;38800;"Gasoline";"550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";57500;550;8
"BMW";2017;55000;"Gasoline";"320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";40000;320;6
"BMW";2021;34967;"Hybrid";"382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid";"Automatic";"Blue";"Beige";"At least 1 accident or damage reported";"Yes";49999;382;6
"Jeep";2016;85325;"Gasoline";"285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";30000;285;6
"RAM";2018;63750;"Gasoline";"410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Gray";"None reported";"Yes";36000;410;8
"Ford";2016;87248;"Gasoline";"300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";19999;300;6
"BMW";1997;206000;"Gasoline";"190.0HP 2.8L Straight 6 Cylinder Engine Gasoline Fuel";"Manual";"Red";"Black";"At least 1 accident or damage reported";"Yes";15900;190;6
"Mercedes-Benz";2011;112854;"Gasoline";"335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";11999;335;8
"Rivian";2023;1150;"Electric";"835.0HP Electric Motor Electric Fuel System";"Automatic";"Green";"Black";"None reported";"Yes";96850;835;0
"Tesla";2023;10000;"Electric";"425.0HP Electric Motor Electric Fuel System";"Automatic";"Blue";"Black";"None reported";"Yes";48000;425;0
"Mercedes-Benz";2022;14100;"Gasoline";"255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"None reported";"Yes";53000;255;4
"BMW";2023;14360;"Hybrid";"375.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid";"Automatic";"Black";"Black";"None reported";"Yes";85495;375;6
